#OTU ID	S324	S164	S400	S346	S145	S568	S389	S459	S566	S579	S532	S332	S119	S147	S112	S169	S325	S105	S355	S165	S55	S229	S116	S58	S176	S507	S490	S565	S161	S341	S511	S571	S92	S354	S557	S174	S71	S113	S166	S533	S580	S168	S554	S516	S100	S508	S336	S276	S267	S111	S638	S647	S668	S196	S210	S632	S76	S436	S603	S683	S21	S454	S644	S678	S456	S425	S642	S599	S687	S674	S433	S320	S653	S663	S648	S423	S303	S444	S662	S288	S596	S435	S602	S637	S80	S260	S37	S90	S453	S428	S438	S701	S645	S604	S286	S608	S609	S698	S643	S685	S652
Otu000236_Methylobacterium-Methylorubrum	0	1	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	10	2	1	0	0	1	5	0	2	5	0	0	5	1	346	7	0	0	10	0	2	1	0	0	27	0	0	10	10	4	0	1	3	1	1	1	2	0	0	11	4	0	1	0	0	5	0	0	0	0	0	2	0	3	12	0	28	3	0	2	0	8	0	0	0	0	2	14	18
Otu000238_TK10_ge	534	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	4	2	0	0	0	0	0	1	0	0	0	0	0	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	10	0	17	2	2	0	3	0	0	13	5	0	0	2	5	7	0	1	0	1	0	0	0	4	0	0	11	0	4	0	3	0	0	2	6	1	0	1	2	0	2	1	2	0	3	1
Otu000240_Sphingomonas	2	23	0	1	0	6	0	0	0	31	0	0	4	0	0	20	0	0	2	7	0	108	0	0	0	66	0	0	0	0	0	186	0	0	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	0	1	0	7	0	1	2	0	11	4	1	0	3	2	0	3	0	0	3	1	3	2	0	2	34	3	0	0	0	1	0	0	7	0	0	17	0	1	0	0	2	1	7	3	21	0	0	0	3	0	0	0
Otu000241_AKIW781_ge	549	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	23	0	0	0	5	0	0	0	1	2	0	0	3	0	0	1	2	1	8	1	3	0	0	0	0	3	0	0	0	0	0	0	2	20	0	1	0	1	0	2	0	0	0	0	0	0	0	0
Otu000243_Sphingomonas	25	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	26	0	4	2	4	0	52	16	15	10	23	21	44	0	17	17	23	36	5	63	28	14	3	2	19	0	1	1	2	5	41	12	1	3	1	0	0	1	10	62	1	7	19	0	5	0	3	13	3	0
Otu000244_Craurococcus-Caldovatus	418	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	1	2	0	5	8	0	2	11	4	2	10	7	4	0	8	2	4	0	17	0	0	0	0	0	6	0	0	10	0	2	21	0	0	6	1	0	0	2	3	8	14	0	0	5	6	8	0
Otu000245_Acidiphilium	376	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	109	0	0	0	0	0	9	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	5	0	0	0	0	1	0	5	0	0	0	1	0	0	11	6	0
Otu000248_Mycobacterium	29	2	0	1	0	2	0	1	0	2	0	2	0	0	0	1	0	0	0	0	10	8	1	23	0	0	2	0	0	3	1	0	0	0	3	0	13	0	5	0	2	0	0	0	2	1	0	23	0	0	16	18	10	2	6	7	5	4	15	19	26	25	40	0	16	6	15	21	21	5	7	1	12	7	3	0	0	8	9	3	2	3	14	0	1	6	4	26	28	15	7	8	14	6	14	33	5	15	1	7	8
Otu000249_uncultured	71	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	7	5	0	5	18	42	4	34	12	10	2	1	19	7	5	1	6	4	26	30	17	9	0	0	0	1	22	0	1	36	0	3	0	25	0	26	12	7	12	0	6	6	0	0	2	4	6	2	4
Otu000250_Acidibacter	0	1	0	0	32	0	0	0	0	0	0	31	3	0	0	0	193	0	0	0	0	2048	0	0	0	0	0	0	1	0	0	0	0	2	4	37	1	6	0	0	0	1	0	10	1	0	0	0	5	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	11	0	2	1	0	0	0	0	0	0	0	0	661	0	0	0	0	0	0	0	5	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000252_Sphingomonadaceae_unclassified	186	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	2	0	0	28	0	79	0	8	3	1	9	2	21	4	0	29	0	1	0	9	13	63	0	0	0	18	0	8	7	0	1	0	0	4	0	0	11	0	31	15	0	15	0	5	13	7	7	4	1	0	5	3	0	10	8	0
Otu000255_Peredibacter	0	4	0	16	0	2	0	7	0	0	2	13	1	1	0	0	0	0	0	0	0	0	15	0	0	0	0	5	0	4	0	0	0	0	0	0	0	10	1	0	9	0	4	0	0	3	1	0	338	0	3	5	0	8	0	2	91	15	3	4	0	4	3	2	4	2	2	14	0	7	20	6	14	2	2	3	0	0	2	11	15	16	14	3	0	0	0	0	12	7	2	1	2	2	0	5	4	0	2	0	0
Otu000257_Rhizobacter	72	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	19	0	7	3	34	13	18	1	3	8	12	21	0	13	2	17	0	42	5	22	1	4	0	0	13	8	0	6	15	0	1	15	6	0	0	9	0	30	7	2	6	10	18	5	1	1	5	6
Otu000258_IMCC26207	61	116	0	0	0	0	0	0	0	1	0	32	1	0	0	21	0	0	0	0	27	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	33	5	7	1	0	6	16	5	0	3	0	11	11	9	14	36	14	0	6	7	6	0	8	1	6	0	0	9	2	0	0	1	2	7	7	0	4	0	7	31	1	4	12	11	11	1	3	4	7	3	1
Otu000259_Sphingomonadaceae_unclassified	10	68	0	7	8	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	3	0	0	0	0	0	0	0	1	8	64	0	0	2	0	2	0	7	0	0	10	49	5	0	0	1	42	7	22	137	3	0	13	0	1	2	6	55	9	0	6	0	1	0	5	1	7	0	21	13	8	0	6	3	0	0	10	2	0	2	8	2	0	1	7	25	4	11	3	0	0	2	1	6	2	45
Otu000261_SC-I-84_ge	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	14	65	19	0	0	7	0	54	11	3	2	16	11	0	60	12	13	1	26	4	33	5	28	1	4	1	0	0	13	23	12	43	8	2	0	0	0	0	30	3	9	14	22	6	0	2	24	6	0	13	3
Otu000262_Rhodococcus	13	3	2	0	1	0	0	9	0	5	0	19	2	0	5	0	0	0	0	27	0	3	6	1	0	0	21	1	0	0	3	0	9	0	2	0	1	1	0	0	3	0	2	0	13	0	22	0	0	0	0	1	14	6	72	20	15	3	0	7	0	1	0	116	0	4	0	0	0	1	0	0	11	2	3	0	0	5	0	0	17	1	22	0	8	0	7	0	1	7	0	0	1	4	0	0	0	3	0	0	0
Otu000265_Nocardioides	30	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	1	3	1	0	0	5	18	33	7	1	6	7	12	20	5	0	25	18	17	29	2	3	3	48	7	7	6	20	2	1	1	0	0	22	10	21	4	5	0	2	0	0	1	5	11	6	9	4	9	19	2	5	15	3	27	0
Otu000266_Comamonadaceae_unclassified	25	44	0	502	3	1	0	0	0	2	1	0	8	2	0	12	0	0	2	2	0	1	1	0	6	3	13	0	1	2	1	6	0	0	0	15	8	0	11	0	4	6	3	1	2	29	1	1	0	0	12	4	20	5	5	3	13	3	0	2	0	2	5	4	0	11	3	0	3	20	5	11	4	16	3	16	0	9	13	0	12	3	2	4	4	0	7	1	1	11	14	25	8	1	0	0	1	4	1	0	0
Otu000272_Sphingobium	0	45	0	17	84	154	0	0	0	0	6	0	0	2	0	0	1	0	0	0	1	0	0	1	33	0	0	0	0	1	0	34	0	0	6	0	1	0	0	1	17	2	0	0	0	52	1	0	0	0	3	0	0	0	6	0	0	0	0	0	0	1	1	5	3	12	0	0	0	10	1	0	0	3	0	3	0	3	8	0	21	0	0	0	0	1	0	0	0	1	3	2	0	3	0	0	0	2	4	0	0
Otu000273_Microtrichales_unclassified	80	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	52	27	17	1	45	0	10	7	0	4	19	18	1	22	15	29	0	8	0	9	0	20	1	4	0	0	0	9	16	2	22	0	3	0	0	0	0	10	20	1	15	14	12	0	3	41	13	13	16	0
Otu000274_Methylobacterium-Methylorubrum	115	13	2	0	0	2	0	3	0	0	1	10	2	0	4	6	0	0	0	0	1	0	0	22	1	3	0	0	0	1	0	0	0	0	0	17	0	0	2	7	0	0	0	0	0	6	0	5	0	5	9	0	1	1	0	8	4	2	5	0	55	3	3	0	8	11	27	0	2	4	5	0	10	3	0	7	0	9	0	4	0	6	0	2	4	16	1	0	5	9	16	2	4	15	0	1	5	1	6	1	0
Otu000278_Oxalobacteraceae_unclassified	2	17	1	11	25	25	43	3	0	30	9	0	219	0	0	1	277	0	48	3	302	0	68	1	38	2	0	0	2	0	96	5	4	17	12	0	3	0	21	1	16	50	28	3	1	4	0	0	0	0	0	2	4	0	0	3	2	0	0	5	0	0	10	1	1	1	0	0	0	18	0	0	0	1	17	18	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	1	3	0	0	0	0	3	2	1	0
Otu000279_Flavobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	196	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	1	0
Otu000281_Chloroflexales_unclassified	395	0	0	117	0	0	0	0	0	0	0	0	83	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	19	0	0	0	0	0	1	9	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	24	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
Otu000283_Paracoccus	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	68	0	0	0	202	3	0	0	1	4	139	5	10	1	0	2	1	156	0	2	0	1	0	0	0	0	0	14	102	6	4	0	0	0	0	2	7	43	0	0	16	0	0	0	2	4	2	0
Otu000284_Flavobacterium	0	171	0	673	0	48	56	0	0	7	0	94	0	0	0	3	0	0	0	24	0	0	7	0	0	0	31	0	0	0	0	0	0	0	0	0	12	0	51	0	0	11	0	0	0	0	38	0	0	0	1	2	0	0	0	0	0	1	2	0	0	0	0	0	0	5	19	0	88	36	11	0	13	26	3	0	0	0	0	3	8	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	5	5	0
Otu000287_Cellulosimicrobium	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	79	0	1	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	2	0	0	3	462	0	0	0	0	5	6	31	119	0	10	4	0	0	6	0	0	0	0	0	1	0	1	0	0	245	0	0	0	0	0	10	1	1	0	46	16	190	0	81	8	2	0
Otu000289_Croceicoccus	37	10	3	0	3	1	0	0	0	0	0	54	0	0	1	5	41	1	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	1	0	0	0	0	0	0	1	0	116	1	327	0	0	0	0	3	2	0	9	0	2	0	8	0	0	0	0	1	0	0	0	0	0	15	0	0	2	0	69	0	0	3	0	0	0	0	79	0	19	0	0	0	0	0	1	0	1	1	0	0	0	0	0
Otu000290_Actinomyces	51	1	0	1	5	0	0	0	0	0	0	5	0	0	8	0	186	1	0	8	2	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	7	156	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	322	0	0	0	0	0	0	0	0	0	27	43	0	0	0	0	0	0	91	0	0	0	0	0	0
Otu000291_Phenylobacterium	5	2	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	18	6	0	2	0	0	7	7	16	12	30	8	3	9	4	10	10	21	1	8	22	11	0	4	0	0	2	10	3	0	11	6	3	5	10	0	0	1	3	7	7	5	12	7	148	0	6	3	9	3
Otu000297_Gemmatimonas	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5	13	4	8	0	3	0	50	2	11	28	1	10	7	4	17	9	5	21	1	23	9	51	23	1	3	0	7	6	17	2	30	2	2	21	2	0	0	6	21	12	7	4	1	1	5	1	1	0	4	1
Otu000313_Sphingomonas	0	1	0	3	0	211	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	31	0	4	0	1	0	0	1	2	0	3	0	0	0	2	3	3	0	0	3	5	9	13	2	0	1	2	1	11	2	2	0	21	0	1	0	5	41	2	1	0	5	2	0	7	0	50	31	11	0	9	0	0	3	4	0	0	4	9	90	9	2	3	0	2	0	3	15	13	0
Otu000314_Oxalobacteraceae_unclassified	0	8	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	12	0	0	0	0	0	0	0	0	48	0	28	79	0	0	0	0	0	0	0	0	0	64	0	2	0	0	0	10	0	64	0	0	59	10	0	9	0	72	2	1	11	0	5	2	2	0	0	2	4	7	0	8	1	0	1	8	0	0	0	8	28	2	26	1	0	1	0	0	0	0	100
Otu000315_Polyangiales_unclassified	460	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	7	0	0	5	5	0	0	0	0	0	0	2	5	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	3	0
Otu000318_Comamonadaceae_unclassified	0	4	0	15	1	6	0	8	0	3	101	0	4	0	8	3	0	0	0	0	0	1	27	1	0	0	4	0	0	16	0	0	0	0	0	0	1	0	3	882	0	0	0	0	0	0	2	1	2	15	2	0	3	4	0	1	25	0	2	2	1	2	0	2	1	0	9	1	2	0	0	0	4	0	0	0	0	0	0	0	2	2	0	5	0	0	0	0	0	4	0	0	0	1	1	0	13	1	0	0	0
Otu000319_Flavobacterium	0	252	0	80	0	0	0	4	0	3	0	0	25	0	0	1	0	0	0	0	0	0	2	31	0	1	0	0	0	37	1	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	6	0	30	1	0	2	0	2	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	1	1	0	0
Otu000320_Croceicoccus	19	7	0	0	2	0	0	0	0	0	0	57	0	0	1	2	71	4	0	1	1	12	0	2	0	0	0	0	1	1	0	0	0	1	0	7	16	4	0	0	0	0	0	0	2	0	85	0	14	3	0	0	0	5	0	0	10	0	1	0	3	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	63	0	0	3	0	0	0	0	70	2	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu000330_Lautropia	213	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	9	22	3	5	1	47	2	0	0	15	17	9	10	7	5	0	20	2	38	0	12	1	3	0	0	3	9	0	0	30	3	5	6	0	0	0	4	10	25	15	11	4	0	4	2	3	4	7	0
Otu000334_Microbacteriaceae_unclassified	0	2	0	1	0	9	0	1	0	14	0	1	48	87	0	0	0	0	0	8	27	0	1	2	0	0	0	9	0	0	190	0	0	63	5	0	3	0	1	0	18	3	2	0	0	0	0	0	0	0	0	2	5	2	1	0	2	0	0	2	0	0	4	5	5	2	0	0	2	25	0	1	1	5	7	30	0	1	1	2	27	1	6	1	0	0	0	0	0	7	0	8	2	2	1	0	0	36	0	5	3
Otu000335_Flavobacteriaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	5	1	14	0	0	4	0	0	0	0	0
Otu000343_Sphingopyxis	10	191	0	2	0	0	37	0	0	2	0	11	0	0	0	0	0	0	0	0	0	11	4	3	7	0	2	0	0	0	0	0	0	0	1	0	10	0	3	0	1	3	1	0	0	2	0	0	0	0	11	4	11	1	1	77	0	1	0	0	0	0	0	1	0	68	29	2	0	7	2	0	2	3	2	0	0	3	0	0	0	1	1	19	9	0	4	0	0	7	2	0	0	1	0	0	3	0	12	0	0
Otu000350_Bacteriovorax	25	33	0	183	0	20	0	4	0	5	12	0	4	0	0	0	0	0	0	1	0	24	42	10	0	1	0	0	0	101	0	0	0	15	0	0	30	0	0	62	8	1	0	0	0	0	0	0	0	0	3	3	3	0	0	11	0	0	0	9	0	1	1	1	7	5	4	5	0	5	1	0	1	0	1	0	0	2	2	0	0	0	3	14	24	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1
Otu000353_Cryobacterium	0	6	0	0	2	43	0	0	0	0	0	0	2	10	0	13	0	0	37	25	1	0	1	2	0	0	0	0	0	0	1	2	0	118	4	0	0	0	3	0	1	0	54	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	1	0	25	7	12	3	20	1	0	0	2	83	4	0	1	3	2	5	0	2	6	0	0	0	1	0	0	0	0	4	0	0	0	2	45	0	0	3	0	0	0	1	5
Otu000355_Rubrobacter	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	11	0	0	27	16	2	1	0	0	9	4	0	8	9	6	0	8	0	3	0	6	0	0	0	0	0	2	7	0	2	0	0	18	0	7	0	11	0	0	3	2	12	0	1	14	2	1	1	0
Otu000372_Sphingomonas	510	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	19	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	58	0	0	0	0	0	0	0	0	0	12	0	0	4	0	4	0
Otu000376_Nocardioidaceae_unclassified	116	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	106	0	307	0	1	0	12	0	0	1	4	1	1	9	3	3	0	0	6	1	2	10	9	1	5	16	4	0	0	0	0	0	0	0	1	4	11	0	0	36	0	0	6	4	2	6	0	1	0	3	0	0	0	4	4
Otu000381_Intrasporangiaceae_unclassified	16	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	117	25	7	0	43	5	22	1	0	2	0	117	19	0	4	1	0	0	10	41	0	0	6	11	1	0	0	4	0	1	14	0	0	3	0	2	0	0	5	14	0	86	0	0	0	0	4	0	0	0
Otu000400_Acidiphilium	1126	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu000411_Micrococcaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	133	0	0	0	602	1	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	1	0	0	10	3	0	1	0	0	0	15	0	0	3	0	2	0	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0	5	0	0	0	0	120	0	1	0
Otu000423_Micrococcales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000431_Chryseobacterium	0	5	0	8	0	79	0	19	0	16	0	0	3	6	0	0	0	0	0	4	1	4	3	0	0	0	62	0	0	39	308	0	0	0	2	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	16	0	2	2	0	3	0	3	0	5	3	0	1	1	0	0	0	21	0	1	1	1	9	1	0	13	0	0	1	0	0	7	0	0	2	0	1	0	0	0	0	0	0	0	24	26	0	0	0
Otu000435_Devosia	27	57	0	2	0	363	5	1	0	1	0	0	0	0	0	9	0	0	2	6	0	16	22	0	4	0	8	1	0	2	1	15	0	0	8	0	0	0	19	0	3	1	16	0	0	0	0	3	0	0	0	9	2	3	3	0	0	3	3	0	0	1	2	19	0	21	4	2	4	6	9	0	9	1	5	36	0	0	20	0	15	2	4	0	0	0	1	0	4	13	5	0	6	1	2	2	10	1	4	0	1
Otu000438_Pseudomonas	0	41	0	3	0	16	1	0	0	5	178	0	0	3	0	5	22	0	0	2	17	0	9	0	13	0	2	0	3	10	8	9	0	0	0	0	0	0	5	580	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	10	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0
Otu000460_Clostridium_sensu_stricto_1	6	1003	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0
Otu000478_Aquabacterium	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	456	0	1	1	0	0	0	13	0	0	4	0	0	0	0	0	0	0	0	0	0	3	2	7	1	0	0	0	10	4	0	0	0	0	1	0	6	2	2	0	5	19	0	1	0	0	0	0	1	14	0	0	0	0	0	15	0	0	0	3	18	0	6	0	0	0	0	0	3	0	0	6
Otu000493_Sandaracinus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	52	3	0	6	0	0	4	0	0	0	0	1	0	0	0	0	0	0	78	2	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Otu000508_Saccharibacillus	0	0	0	224	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000534_Cellulosimicrobium	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	25	0	0	1	0	4	0	14	71	0	3	0	0	0	2	0	0	0	0	0	1	5	0	0	0	80	0	0	0	0	0	10	0	0	0	39	27	34	0	10	3	0	0
Otu000535_Oxalobacteraceae_unclassified	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	578	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	1	0	0	0	39	0	0	0	0	0	0	1	0	0	1	0	0	3	0	44	0	0	45	0	0	0	2	0	0	0	4	0	0	0	0	0	0	1
Otu000653_Neisseria	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	552	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	4	0	0	0	0	0	4	0	0	0	0	0	0
Otu000678_Buttiauxella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	7	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	3	0	0	0
